Title,URL,Description,Regulation Number,Sector,Sub Sector,Regulation Type,Year,status
Penilaian Kualitas Aset Bank Umum,/id/regulasi/Pages/Penilaian-Kualitas-Aset-Bank-Umum.aspx,POJK tentang Penilaian Kualitas Aset Bank Umum.,40/POJK.03/2019,Perbankan,Bank Umum,Peraturan OJK,2019,Success
Penerapan Strategi Anti Fraud Bagi Bank Umum,/id/regulasi/Pages/Penerapan-Strategi-Anti-Fraud-Bagi-Bank-Umum.aspx,POJK tentang Penerapan Strategi Anti Fraud Bagi Bank Umum.,39/POJK.03/2019,Perbankan,Bank Umum,Peraturan OJK,2019,Success
Perubahan Atas Peraturan Otoritas Jasa Keuangan Nomor 32/POJK.03/2018 tentang Batas Maksimum Pemberian Kredit dan Penyediaan Dana Besar Bagi Bank Umum,/id/regulasi/Pages/Perubahan-Batas-Maksimum-Pemberian-Kredit-dan-Penyediaan-Dana-Besar-Bagi-Bank-Umum.aspx,POJK tentang Perubahan Atas Peraturan Otoritas Jasa Keuangan Nomor 32/POJK.03/2018 tentang Batas Maksimum Pemberian Kredit dan Penyediaan Dana Besar Bagi Bank Umum.,38/POJK.03/2019,Perbankan,Bank Umum,Peraturan OJK,2019,Success
Penyampaian Laporan Melalui Portal Pelaporan Terintegrasi,/id/regulasi/Pages/Penyampaian-Laporan-Melalui-Portal-Pelaporan-Terintegrasi.aspx,POJK tentang Penyampaian Laporan Melalui Portal Pelaporan Terintegrasi.,36/POJK.03/2019,Perbankan,Bank Umum,Peraturan OJK,2019,Success
Sistem Penilaian Tingkat Kesehatan Bank Pembiayaan Rakyat Syariah,/id/regulasi/Pages/-Sistem-Penilaian-Tingkat-Kesehatan-Bank-Pembiayaan-Rakyat-Syariah.aspx,SEOJK tentang Sistem Penilaian Tingkat Kesehatan Bank Pembiayaan Rakyat Syariah.,28/SEOJK.03/2019,Perbankan,Bank Umum,Surat Edaran OJK,2019,Success
Transparansi Kondisi Keuangan Bank Pembiayaan Rakyat Syariah,/id/regulasi/Pages/Transparansi-Kondisi-Keuangan-Bank-Pembiayaan-Rakyat-Syariah.aspx,POJK tentang Transparansi Kondisi Keuangan Bank Pembiayaan Rakyat Syariah.,35/POJK.03/2019,Perbankan,BPR,Peraturan OJK,2019,Success
Reksa Dana Berbentuk Kontrak Investasi Kolektif Penyertaan Terbatas,/id/regulasi/Pages/Reksa-Dana-Berbentuk-Kontrak-Investasi-Kolektif-Penyertaan-Terbatas.aspx,POJK tentang Reksa Dana Berbentuk Kontrak Investasi Kolektif Penyertaan Terbatas.,34/POJK.04/2019,Pasar Modal,Reksa Dana,Peraturan OJK,2019,Success
Penerbitan dan Persyaratan Reksa Dana Syariah,/id/regulasi/Pages/Penerbitan-Dan-Persyaratan-Reksa-Dana-Syariah.aspx,POJK tentang Penerbitan dan Persyaratan Reksa Dana Syariah.,33/POJK.04/2019,Pasar Modal,Reksa Dana,Peraturan OJK,2019,Success
 Perubahan Atas Peraturan Otoritas Jasa Keuangan Nomor 19/POJK.03/2017 tentang Penetapan Status dan Tindak Lanjut Pengawasan Bank Perkreditan Rakyat dan Bank Pembiayaan Rakyat Syariah,/id/regulasi/Pages/Perubahan-Penetapan-Status-dan-Tindak-Lanjut-Pengawasan-Bank-Perkreditan-Rakyat-dan-Bank-Pembiayaan-Rakyat-Syariah.aspx,POJK tentang Perubahan Atas Peraturan Otoritas Jasa Keuangan Nomor 19/POJK.03/2017 tentang Penetapan Status dan Tindak Lanjut Pengawasan Bank Perkreditan Rakyat dan Bank Pembiayaan Rakyat Syariah.,32 /POJK.03/2019,Perbankan,"BPR, Perbankan Syariah",Peraturan OJK,2019,Success
Perubahan Atas Surat Edaran Otoritas Jasa Keuangan Nomor 3/SEOJK.05/2016 tentang Laporan Bulanan Perusahaan Pembiayaan,/id/regulasi/Pages/Laporan-Bulanan-Perusahaan-Pembiayaan.aspx,SEOJK tentang  Perubahan Atas Surat Edaran Otoritas Jasa Keuangan Nomor 3/SEOJK.05/2016 tentang Laporan Bulanan Perusahaan Pembiayaan.,26 /SEOJK.05/2019,IKNB,Lembaga Pembiayaan,Surat Edaran OJK,2019,Success
Perubahan Atas Surat Edaran Otoritas Jasa Keuangan Nomor 4/SEOJK.05/2016 tentang Laporan Bulanan Perusahaan Pembiayaan Syariah dan Unit Usaha Syariah dari Perusahaan Pembiayaan,/id/regulasi/Pages/--Laporan-Bulanan-Perusahaan-Pembiayaan-Syariah-dan-Unit-Usaha-Syariah-dari-Perusahaan-Pembiayaan.aspx,SEOJK tentang Perubahan Atas Surat Edaran Otoritas Jasa Keuangan Nomor 4/SEOJK.05/2016 tentang Laporan Bulanan Perusahaan Pembiayaan Syariah dan Unit Usaha Syariah dari Perusahaan Pembiayaan.,27/SEOJK.05/2019,IKNB,"IKNB Syariah, Peraturan Lainnya",Surat Edaran OJK,2019,Success
Laporan Bulanan Perusahaan Modal Ventura dan Perusahaan Modal Ventura Syariah,/id/regulasi/Pages/Laporan-Bulanan-Perusahaan-Modal-Ventura-dan-Perusahaan-Modal-Ventura-Syariah.aspx,SEOJK tentang Laporan Bulanan Perusahaan Modal Ventura dan Perusahaan Modal Ventura Syariah.,25 /SEOJK.05/2019,IKNB,IKNB Syariah,Surat Edaran OJK,2019,Success
Kewajiban Pemenuhan Rasio Pengungkit bagi Bank Umum,/id/regulasi/Pages/Kewajiban-Pemenuhan-Rasio-Pengungkit-Bagi-Bank-Umum.aspx,POJK tentang Kewajiban Pemenuhan Rasio Pengungkit bagi Bank Umum.,31/POJK.03/2019,Perbankan,Bank Umum,Peraturan OJK,2019,Success
Penerbitan Efek Bersifat Utang dan/atau Sukuk yang Dilakukan Tanpa Melalui Penawaran Umum,/id/regulasi/Pages/-Penerbitan-Efek-Bersifat-Utang-dan-atau-Sukuk-yang-Dilakukan-Tanpa-Melalui-Penawaran-Umum.aspx,POJK tentang Penerbitan Efek Bersifat Utang dan/atau Sukuk yang Dilakukan Tanpa Melalui Penawaran Umum.,30/POJK.04/2019,Pasar Modal,"Bursa Efek, Perusahaan Efek",Peraturan OJK,2019,Success
Kualitas Aset Produktif dan Pembentukan Penyisihan Penghapusan Aset Produktif Bank Pembiayaan Rakyat Syariah,/id/regulasi/Pages/-Kualitas-Aset-Produktif-dan-Pembentukan-Penyisihan-Penghapusan-Aset-Produktif-Bank-Pembiayaan-Rakyat-Syariah.aspx,POJK tentang Kualitas Aset Produktif dan Pembentukan Penyisihan Penghapusan Aset Produktif Bank Pembiayaan Rakyat Syariah.,29/POJK.03/2019,Perbankan,"BPR, Perbankan Syariah",Peraturan OJK,2019,Success
Sinergi Perbankan dalam Satu Kepemilikan untuk Pengembangan Perbankan Syariah,/id/regulasi/Pages/Sinergi-Perbankan-dalam-Satu-Kepemilikan-untuk-Pengembangan-Perbankan-Syariah.aspx,POJK tentang Sinergi Perbankan dalam Satu Kepemilikan untuk Pengembangan Perbankan Syariah.,28/POJK.03/2019,Perbankan,"Bank Umum, Perbankan Syariah",Peraturan OJK,2019,Success
Perubahan Atas SEOJK Nomor 8/SEOJK.03/2016 tentang Kewajiban Penyediaan Modal Minimum dan Pemenuhan Modal Inti Minimum Bank Perkreditan Rakyat,/id/regulasi/Pages/Kewajiban-Penyediaan-Modal-Minimum-dan-Pemenuhan-Modal-Inti-Minimum-Bank-Perkreditan-Rakyat.aspx,SEOJK tentang Perubahan Atas SEOJK Nomor 8/SEOJK.03/2016 tentang Kewajiban Penyediaan Modal Minimum dan Pemenuhan Modal Inti Minimum Bank Perkreditan Rakyat.,24/SEOJK.03/2019,Perbankan,"Bank Umum, BPR",Surat Edaran OJK,2019,Success
Rencana Bisnis Perusahaan Pembiayaan dan Perusahaan Pembiayaan Syariah,/id/regulasi/Pages/Rencana-Bisnis-Perusahaan-Pembiayaan-dan-Perusahaan-Pembiayaan-Syariah.aspx,SEOJK tentang Rencana Bisnis Perusahaan Pembiayaan dan Perusahaan Pembiayaan Syariah.,23/SEOJK.05/2019,IKNB,Lembaga Pembiayaan,Surat Edaran OJK,2019,Success
Persetujuan Bank Umum Sebagai Kustodian,/id/regulasi/Pages/Persetujuan-Bank-Umum-Sebagai-Kustodian.aspx,POJK tentang Persetujuan Bank Umum Sebagai Kustodian.,27/POJK.04/2019,Perbankan,Bank Umum,Peraturan OJK,2019,Success
Investasi Penyertaan Langsung Dana Pensiun,/id/regulasi/Pages/Investasi-Penyertaan-Langsung-Dana-Pensiun.aspx,SEOJK tentang Investasi Penyertaan Langsung Dana Pensiun.,19/SEOJK.05/2019,IKNB,Dana Pensiun,Surat Edaran OJK,2019,Success
Perizinan Secara Elektronik di Sektor Jasa Keuangan,/id/regulasi/Pages/Perizinan-Secara-Elektronik-di-Sektorjasa-Keuangan.aspx,POJK tentang Perizinan Secara Elektronik di Sektor Jasa Keuangan.,26/POJK.01/2019,"Perbankan, Pasar Modal, IKNB, Syariah, EPK",Peraturan Lainnya,Peraturan OJK,2019,Success
Pelaporan Informasi Nasabah Asing Terkait Perpajakan kepada Negara Mitra atau Yurisdiksi Mitra,/id/regulasi/Pages/Pelaporan-Informasi-Nasabah-Asing-Terkait-Perpajakan-kepada-Negara-Mitra-atau-Yurisdiksi-Mitra.aspx,POJK  tentang Pelaporan Informasi Nasabah Asing Terkait Perpajakan kepada Negara Mitra atau Yurisdiksi Mitra.,25/POJK.03/2019,Perbankan,Bank Umum,Peraturan OJK,2019,Success
Laporan Bulanan Bank Pembiayaan Rakyat Syariah,/id/regulasi/Pages/Laporan-Bulanan-Bank-Pembiayaan-Rakyat-Syariah.aspx,SEOJK tentang Laporan Bulanan Bank Pembiayaan Rakyat Syariah.,18/SEOJK.03/2019,Perbankan,BPR,Surat Edaran OJK,2019,Success
Rencana Bisnis Lembaga Jasa Keuangan Non Bank,/id/regulasi/Pages/Rencana-Bisnis-Lembaga-Jasa-Keuangan-Non-Bank.aspx,POJK tentang Rencana Bisnis Lembaga Jasa Keuangan NonBank.,24 /POJK.05/2019,IKNB,"Lembaga Pembiayaan, Lembaga Kliring dan Penjaminan",Peraturan OJK,2019,Success
Perubahan atas Peraturan Otoritas Jasa Keuangan Nomor 12/POJK.01/2017 tentang Penerapan Program Anti Pencucian Uang dan Pencegahan Pendanaan Terorisme di Sektor Jasa Keuangan,/id/regulasi/Pages/Penerapan-Program-Anti-Pencucian-Uang-dan-Pencegahan-Pendanaan-Terorisme-di-Sektor-Jasa-Keuangan.aspx,POJK tentang Perubahan atas Peraturan Otoritas Jasa Keuangan Nomor 12/POJK.01/2017 tentang Penerapan Program Anti Pencucian Uang dan Pencegahan Pendanaan Terorisme di Sektor Jasa Keuangan.,23 /POJK.01/2019,Perbankan,"Bank Umum, BPR, Peraturan Lainnya",Peraturan OJK,2019,Success
Sertifikasi Keahlian di Bidang Manajemen Risiko dan Sertifikasi Kualifikasi Ahli di Bidang Penjaminan atau Penjaminan Syariah pada Lembaga Penjamin,/id/regulasi/Pages/-Sertifikasi-Keahlian-di-Bidang-Manajemen-Risiko-dan-Sertifikasi-Kualifikasi-Ahli-di-Bidang-Penjaminan-atau-Penjaminan-Syar.aspx,SEOJK tentang Sertifikasi Keahlian di Bidang Manajemen Risiko dan Sertifikasi Kualifikasi Ahli di Bidang Penjaminan atau Penjaminan Syariah pada Lembaga Penjamin.,17/SEOJK.05/2019,IKNB,Lembaga Kliring dan Penjaminan,Surat Edaran OJK,2019,Success
Transaksi Efek,/id/regulasi/Pages/Transaksi-Efek.aspx,POJK tentang Transaksi Efek.,22/POJK.04/2019,Pasar Modal,Perusahaan Efek,Peraturan OJK,2019,Success
"Penggabungan, Peleburan, dan Pengambilalihan Bank Perkreditan Rakyat Dan Bank Pembiayaan Rakyat Syariah","/id/regulasi/Pages/Penggabungan,-Peleburan,-dan-Pengambilalihan-Bank-Perkreditan-Rakyat-Dan-Bank-Pembiayaan-Rakyat-Syariah.aspx","POJK tentang Penggabungan, Peleburan, dan Pengambilalihan Bank Perkreditan Rakyat dan Bank Pembiayaan Rakyat Syariah.",21/POJK.03/2019,Perbankan,"BPR, Perbankan Syariah",Peraturan OJK,2019,Success
Sistem Penilaian Tingkat Kesehatan Bank Pembiayaan Rakyat Syariah,/id/regulasi/Pages/Sistem-Penilaian-Tingkat-Kesehatan-Bank-Pembiayaan-Rakyat-Syariah.aspx,POJK tentang Sistem Penilaian Tingkat Kesehatan Bank Pembiayaan Rakyat Syariah.,20/POJK.03/2019,Perbankan,"Bank Umum, BPR, Perbankan Syariah",Peraturan OJK,2019,Success
Perubahan Atas Peraturan Otoritas Jasa Keuangan Nomor 14/POJK.05/2015 tentang Retensi Sendiri Dan Dukungan Reasuransi Dalam Negeri,/id/regulasi/Pages/Retensi-Sendiri-dan-Dukungan-Reasuransi-dalam-Negeri.aspx,POJK tentang Retensi Sendiri Dan Dukungan Reasuransi Dalam Negeri.,19 /POJK.05/2019,IKNB,Asuransi,Peraturan OJK,2019,Success
Laporan Tahunan dan Laporan Keuangan Publikasi Bank Perkreditan Rakyat,/id/regulasi/Pages/Laporan-Tahunan-dan-Laporan-Keuangan-Publikasi-Bank-Perkreditan-Rakyat.aspx,tentang Laporan Tahunan dan Laporan Keuangan Publikasi Bank Perkreditan Rakyat.,16/SEOJK.03/2019,Perbankan,BPR,Undang-Undang,2019,Success
Perusahaan Efek Daerah,/id/regulasi/Pages/Perusahaan-Efek-Daerah.aspx,POJK tentang Perusahaan Efek Daerah.,18/POJK.04/2019,Pasar Modal,Perusahaan Efek,Peraturan OJK,2019,Success
Penilaian Kembali Bagi Pihak Utama Lembaga Jasa Keuangan Non-Bank,/id/regulasi/Pages/Penilaian-Kembali-Bagi-Pihak-Utama-Lembaga-Jasa-Keuangan-Non-Bank.aspx,SEOJK tentang Penilaian Kembali Bagi Pihak Utama Lembaga Jasa Keuangan Non-Bank.,15/SEOJK.05/2019,IKNB,Lembaga Jasa Keuangan Khusus,Surat Edaran OJK,2019,Success
"Pembentukan, Susunan Keanggotaan, dan Masa Kerja Komite Pada Dewan Komisaris Perusahaan Asuransi, Perusahaan Asuransi Syariah, Perusahaan Reasuransi, dan Perusahaan Reasuransi Syariah","/id/regulasi/Pages/Pembentukan,-Susunan-Keanggotaan,-dan-Masa-Kerja-Komite-Pada-Dewan-Komisaris-Perusahaan-Asuransi,-Perusahaan-Asuransi-Syari.aspx","SEOJK tentang Pembentukan, Susunan Keanggotaan, dan Masa Kerja Komite Pada Dewan Komisaris Perusahaan Asuransi, Perusahaan Asuransi Syariah, Perusahaan Reasuransi, dan Perusahaan Reasuransi Syariah.",14/SEOJK.05/2019,IKNB,"Bank Umum, IKNB Syariah",Surat Edaran OJK,2019,Success
Perizinan Wakil Agen Penjual Efek Reksa Dana,/id/regulasi/Pages/Perizinan-Wakil-Agen-Penjual-Efek-Reksa-Dana.aspx,POJK tentang Perizinan Wakil Agen Penjual Efek Reksa Dana.,17/POJK.04/2019,Pasar Modal,Reksa Dana,Peraturan OJK,2019,Success
Penerapan Tata Kelola Bagi Bank Pembiayaan Rakyat Syariah,/id/regulasi/Pages/SEOJK-Penerapan-Tata-Kelola-Bagi-Bank-Pembiayaan-Rakyat-Syariah.aspx,SEOJK tentang Penerapan Tata Kelola Bagi Bank Pembiayaan Rakyat Syariah.,13/SEOJK.03/2019,Perbankan,"Bank Umum, BPR, Perbankan Syariah",Surat Edaran OJK,2019,Success
Penerapan Fungsi Audit Intern Bagi Bank Pembiayaan Rakyat Syariah,/id/regulasi/Pages/Penerapan-Fungsi-Audit-Intern-Bagi-Bank-Pembiayaan-Rakyat-Syariah.aspx,SEOJK tentang Penerapan Fungsi Audit Intern Bagi Bank Pembiayaan Rakyat Syariah.,12/SEOJK.03/2019,Perbankan,"Bank Umum, BPR, Perbankan Syariah",Surat Edaran OJK,2019,Success
Penerapan Fungsi Kepatuhan Bagi Bank Pembiayaan Rakyat Syariah,/id/regulasi/Pages/Penerapan-Fungsi-Kepatuhan-Bagi-Bank-Pembiayaan-Rakyat-Syariah.aspx,SEOJK tentang Penerapan Fungsi Kepatuhan Bagi Bank Pembiayaan Rakyat Syariah,11/SEOJK.03/2019,Perbankan,"Bank Umum, BPR, Perbankan Syariah",Surat Edaran OJK,2019,Success
Penerapan Manajemen Risiko Bagi Bank Pembiayaan Rakyat Syariah,/id/regulasi/Pages/Penerapan-Manajemen-Risiko-Bagi-Bank-Pembiayaan-Rakyat-Syariah-bagian-2.aspx,SEOJK tentang Penerapan Manajemen Risiko Bagi Bank Pembiayaan Rakyat Syariah.,10/SEOJK.03/2019,Perbankan,"Bank Umum, Perbankan Syariah",Surat Edaran OJK,2019,Success
Penilaian Kembali Bagi Pihak Utama Bank,/id/regulasi/Pages/Penilaian-Kembali-Bagi-Pihak-Utama-Bank.aspx,SEOJK tentang Penilaian Kembali Bagi Pihak Utama Bank.,9 /SEOJK.03/2019,Perbankan,Bank Umum,Surat Edaran OJK,2019,Success
Laporan Bulanan Bank Perkreditan Rakyat,/id/regulasi/Pages/Laporan-Bulanan-Bank-Perkreditan-Rakyat.aspx,SEOJK tentang Laporan Bulanan Bank Perkreditan Rakyat.,8/SEOJK.03/2019,Perbankan,BPR,Surat Edaran OJK,2019,Success
Pengawasan PT Permodalan Nasional Madani (Persero),/id/regulasi/Pages/Pengawasan-PT-Permodalan-Nasional-Madani-(Persero).aspx,Peraturan Otoritas Jasa Keuangan Nomor 16 /POJK.05/2019 tentang Pengawasan PT Permodalan Nasional Madani (Persero),16/POJK.05/2019,IKNB,Lembaga Jasa Keuangan Khusus,Peraturan OJK,2019,Success
Tata Kelola Dana Pensiun,/id/regulasi/Pages/Tata-Kelola-Dana-Pensiun.aspx,Peraturan Otoritas Jasa Keuangan Nomor 15/POJK.05/2019 tentang Tata Kelola Dana Pensiun,15/POJK.05/2019,IKNB,"Dana Pensiun, Peraturan Lainnya",Peraturan OJK,2019,Success
Perubahan Atas Peraturan Otoritas Jasa Keuangan Nomor 32/POJK.04/2015 tentang Penambahan Modal Perusahaan Terbuka dengan Memberikan Hak Memesan Efek Terlebih Dahulu,/id/regulasi/Pages/Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-32-tentang-Penambahan-Modal-Perusahaan-Terbuka-dengan-Me.aspx,POJK tentang Perubahan Atas Peraturan Otoritas Jasa Keuangan Nomor 32/POJK.04/2015 tentang Penambahan Modal Perusahaan Terbuka dengan Memberikan Hak Memesan Efek Terlebih Dahulu,14/POJK.04/2019,Pasar Modal,Perusahaan Efek,Peraturan OJK,2019,Success
Pelaporan Bank Perkreditan Rakyat dan Bank Pembiayaan Rakyat Syariah Melalui Sistem Pelaporan Otoritas Jasa Keuangan,/id/regulasi/Pages/Pelaporan-Bank-Perkreditan-Rakyat-dan-Bank-Pembiayaan-Rakyat-Syariah-Melalui-Sistem-Pelaporan-Otoritas-Jasa-Keuangan.aspx,POJK tentang Pelaporan Bank Perkreditan Rakyat dan Bank Pembiayaan Rakyat Syariah Melalui Sistem Pelaporan Otoritas Jasa Keuangan,13/POJK.03/2019,Perbankan,"BPR, Perbankan Syariah",Peraturan OJK,2019,Success
Pelaporan Bank Umum Melalui Sistem Pelaporan Otoritas Jasa Keuangan,/id/regulasi/Pages/Pelaporan-Bank-Umum-Melalui-Sistem-Pelaporan-Otoritas-Jasa-Keuangan.aspx,POJK tentang Pelaporan Bank Umum Melalui Sistem Pelaporan Otoritas Jasa Keuangan.,12/POJK.03/2019,Perbankan,Bank Umum,Peraturan OJK,2019,Success
Prinsip Kehati-Hatian dalam Aktivitas Sekuritisasi Aset bagi Bank Umum,/id/regulasi/Pages/Prinsip-Kehati-Hatian-dalam-Aktivitas-Sekuritisasi-Aset-bagi-Bank-Umum.aspx,​Peraturan Otoritas Jasa Keuangan Nomor 11 /POJK.03/2019 tentang Prinsip Kehati-Hatian dalam Aktivitas Sekuritisasi Aset Bagi Bank Umum,11 /POJK.03/2019,Perbankan,Bank Umum,Peraturan OJK,2019,Success
Penyelenggaraan Program Pendidikan Berkelanjutan Bagi Wakil Penjamin Emisi Efek dan Wakil Perantara Pedagang Efek,/id/regulasi/Pages/Penyelenggaraan-Program-Pendidikan-Berkelanjutan-Bagi-Wakil-Penjamin-Emisi-Efek-dan-Wakil-Perantara-Pedagang-Efek.aspx,SEOJK tentang Penyelenggaraan Program Pendidikan Berkelanjutan Bagi Wakil Penjamin Emisi Efek dan Wakil Perantara Pedagang Efek.,7/SEOJK.04/2019,Pasar Modal,"Perusahaan Efek, Lembaga Penunjang Pasar Modal, Profesi Penunjang Pasar Modal, Peraturan Lainnya",Surat Edaran OJK,2019,Success
Pedoman Pembukaan Rekening Efek Nasabah dan Rekening Dana Nasabah Secara Elektronik Melalui Perusahaan Efek yang Melakukan Kegiatan Usaha Sebagai Perantara Pedagang Efek,/id/regulasi/Pages/Pedoman-Pembukaan-Rekening-Efek-Nasabah-dan-Rekening-Dana-Nasabah-Secara-Elektronik-.aspx,SEOJK tentang Pedoman Pembukaan Rekening Efek Nasabah dan Rekening Dana Nasabah Secara Elektronik Melalui Perusahaan Efek yang Melakukan Kegiatan Usaha Sebagai Perantara Pedagang Efek.,6/SEOJK.04/2019,Pasar Modal,"Bursa Efek, Perusahaan Efek",Surat Edaran OJK,2019,Success
"Bentuk, Susunan, dan Tata Cara Penyampaian Laporan Berkala bagi Pelaku Usaha Pergadaian dan Perusahaan Pergadaian","/id/regulasi/Pages/Bentuk,-Susunan,-dan-Tata-Cara-Penyampaian-Laporan-Berkala-bagi-Pelaku-Usaha-Pergadaian-dan-Perusahaan-Pergadaian.aspx","SEOJK tentang Bentuk, Susunan, dan Tata Cara Penyampaian Laporan Berkala bagi Pelaku Usaha Pergadaian dan Perusahaan Pergadaian",5/SEOJK.05/2019,IKNB,Lembaga Jasa Keuangan Khusus,Surat Edaran OJK,2019,Success
Bentuk dan Susunan Laporan Berkala Dana Pensiun yang Menyelenggakan Program Pensiun Berdasarkan Prinsip Syariah,/id/regulasi/Pages/Bentuk-dan-Susunan-Laporan-Berkala-Dana-Pensiun-yang-Menyelenggaraan-Program-Pensiun-Berdasarkan-Prinsip-Syariah.aspx,SEOJK tentang Bentuk dan Susunan Laporan Berkala Dana Pensiun yang Menyelenggaraan Program Pensiun Berdasarkan Prinsip Syariah,4/SEOJK.05/2019,IKNB,"IKNB Syariah, Dana Pensiun",Surat Edaran OJK,2019,Success
Bentuk dan Susunan Laporan Berkala Dana Pensiun,/id/regulasi/Pages/Bentuk-dan-Susunan-Laporan-Berkala-Dana-Pensiun.aspx,SEOJK tentang Bentuk dan Susunan Laporan Berkala Dana Pensiun,3/SEOJK.05/2019,IKNB,Dana Pensiun,Surat Edaran OJK,2019,Success
Penyelenggaraan Usaha Perusahaan Pembiayaan Syariah dan Unit Usaha Syariah Perusahaan Pembiayaan,/id/regulasi/Pages/Penyelenggaraan-Usaha-Perusahaan-Pembiayaan-Syariah-dan-Unit-Usaha-Syariah-Perusahaan-Pembiayaan.aspx,POJK tentang Penyelenggaraan Usaha Perusahaan Pembiayaan Syariah dan Unit Usaha Syariah Perusahaan Pembiayaan,10/POJK.05/2019,IKNB,"IKNB Syariah, Lembaga Pembiayaan",Peraturan OJK,2019,Success
Perantara Pedagang Efek untuk Efek Bersifat Utang dan Sukuk ,/id/regulasi/Pages/Perantara-Pedagang-Efek-untuk-Efek-Bersifat-Utang-dan-Sukuk-.aspx,POJK tentang Perantara Pedagang Efek untuk Efek Bersifat Utang dan Sukuk.,9/POJK.04/2019,Pasar Modal,"Bursa Efek, Perusahaan Efek, Wakil Perusahaan Efek",Peraturan OJK,2019,Success
Penyelenggara Pasar Alternatif,/id/regulasi/Pages/Penyelenggara-Pasar-Alternatif.aspx,​Peraturan Otoritas Jasa Keuangan Nomor 8/POJK.04/2019 tentang Penyelenggara Pasar Alternatif,8/POJK.04/2019,Pasar Modal,Bursa Efek,Peraturan OJK,2019,Success
"Promosi Pemasaran Efek Termasuk Iklan, Brosur, atau Komunikasi Lainnya kepada Publik","/id/regulasi/Pages/Promosi-Pemasaran-Efek-Termasuk-Iklan,-Brosur,-atau-Komunikasi-Lainnya-kepada-Publik.aspx","POJK tentang Promosi Pemasaran Efek Termasuk Iklan, Brosur, atau Komunikasi Lainnya Kepada Publik",7 /POJK.04/2019,Pasar Modal,"Perusahaan Efek, Peraturan Lainnya",Peraturan OJK,2019,Success
Stabilisasi Harga untuk Mempermudah Penawaran Umum,/id/regulasi/Pages/-Stabilisasi-Harga-untuk-Mempermudah-Penawaran-Umum.aspx,POJK tentang Stabilisasi Harga untuk Mempermudah Penawaran Umum,6 /POJK.04/2019,Pasar Modal,Peraturan Lainnya,Peraturan OJK,2019,Success
Perilaku yang Dilarang bagi Penasihat Investasi,/id/regulasi/Pages/Perilaku-yang-Dilarang-bagi-Penasihat-Investasi.aspx,POJK tentang Perilaku Yang Dilarang Bagi Penasihat Investasi,5 /POJK.04/2019,Pasar Modal,Penasehat Investasi,Peraturan OJK,2019,Success
Tata Cara Pemberian Persetujuan Anggaran Dasar Lembaga Penyimpanan dan Penyelesaian,/id/regulasi/Pages/Tata-Cara-Pemberian-Persetujuan-Anggaran-Dasar-Lembaga-Penyimpanan-dan-Penyelesaian.aspx,POJK tentang Tata Cara Pemberian Persetujuan Anggaran Dasar Lembaga Penyimpanan dan Penyelesaian,4 /POJK.04/2019,Pasar Modal,Lembaga Penyimpanan dan Penyelesaian,Peraturan OJK,2019,Success
Tata Cara Pemberian Persetujuan Anggaran Dasar Lembaga Kliring dan Penjaminan,/id/regulasi/Pages/Tata-Cara-Pemberian-Persetujuan-Anggaran-Dasar-Lembaga-Kliring-dan-Penjaminan.aspx,POJK tentang Tata Cara Pemberian Persetujuan Anggaran Dasar Lembaga Kliring Dan Penjaminan,3 /POJK.04/2019,Pasar Modal,Lembaga Kliring dan Penjaminan,Peraturan OJK,2019,Success
Tata Cara Pemberian Persetujuan Anggaran Dasar Bursa Efek,/id/regulasi/Pages/Tata-Cara-Pemberian-Persetujuan-Anggaran-Dasar-Bursa-Efek.aspx,POJK tentang Tata Cara Pemberian Persetujuan Anggaran Dasar Bursa Efek,2 /POJK.04/2019,Pasar Modal,Bursa Efek,Peraturan OJK,2019,Success
Penerapan Fungsi Audit Intern pada Bank Umum,/id/regulasi/Pages/Penerapan-Fungsi-Audit-Intern-pada-Bank-Umum.aspx,POJK tentang Penerapan Fungsi Audit Intern pada Bank Umum.,1/POJK.03/2019,Perbankan,Bank Umum,Peraturan OJK,2019,Success
Bentuk dan Susunan Laporan Aktuaris Tahunan Badan Penyelenggara Jaminan Sosial Kesehatan dan Badan Penyelenggara Jaminan ,/id/regulasi/Pages/Bentuk-dan-Susunan-Laporan-Aktuaris-Tahunan-Badan-Penyelenggara-Jaminan-Sosial-Kesehatan-dan-Badan-Penyelenggara-Jaminan-.aspx,SEOJK tentang  Bentuk dan Susunan Laporan Aktuaris Tahunan Badan Penyelenggara Jaminan Sosial Kesehatan dan  Badan Penyelenggara Jaminan Sosial Ketenagakerjaan.,2/SEOJK.05/2019,IKNB,Asuransi,Surat Edaran OJK,2019,Success
